[3, 0, 4, 6, 0, 12, 0, 6, 0, 0];코가손;생각나
[3, 6, 2, 2, 2, 11, 9, 9, 0, 7];코가손;TEENAGE LOVE
[10, 15, 16, 4, 18, 22, 26, 12, 9, 9];고은혜;Shine On Me (Prod. 정다운 of 제이레빗)
[1, 5, 3, 5, 7, 18, 23, 6, 2, 11];CHEEZE (치즈);I Still
[8, 25, 6, 8, 20, 15, 32, 7, 7, 17];Robbin;보석처럼 (With 우예린)
[1, 4, 1, 2, 4, 3, 11, 3, 10, 7];박현빈,이기광,;샤방샤방
[5, 10, 12, 3, 17, 20, 34, 10, 7, 14];서교동의 밤;선물 같은 그대
[3, 5, 3, 0, 6, 6, 11, 2, 4, 5];이성경X이루리;가까워져요
[0, 9, 2, 1, 4, 10, 8, 3, 2, 5];황인경;하얀 방 안에서
[5, 17, 7, 5, 1, 20, 9, 9, 1, 11];#안녕;안녕
[2, 8, 3, 0, 3, 8, 15, 4, 3, 10];홍진영;달의 그림자
[2, 5, 7, 5, 3, 33, 12, 16, 3, 4];이준호;지워볼게
[0, 14, 1, 6, 9, 16, 24, 9, 4, 12];휘인 (마마무);그림자
[3, 7, 4, 4, 3, 19, 11, 2, 1, 12];제이든 (JaydeN);GO BACK
[2, 0, 4, 3, 9, 4, 20, 4, 3, 9];김성리;Falling in love
[5, 8, 15, 0, 17, 17, 25, 4, 1, 8];태사비애;별하나 너와난 둘 (Feat. DALJI)
[3, 21, 4, 4, 5, 22, 3, 7, 4, 3];욘 (오정수);보통의 삶
[6, 11, 3, 3, 4, 10, 11, 2, 2, 5];로이킴;좋겠다
[1, 12, 2, 4, 12, 23, 38, 7, 6, 13];자그마치;우리는
[0, 8, 1, 1, 11, 5, 20, 3, 3, 7];김용진;어느 날
[3, 10, 6, 8, 1, 30, 15, 15, 4, 6];지애;마치 (Maybe)
[4, 8, 4, 4, 6, 12, 8, 17, 0, 2];황시연;goodbye
[10, 7, 20, 8, 8, 26, 13, 10, 4, 7];린카네이션 (Reincarnation);자백 (Confession) (Feat. 박근홍 of ABTB)
[3, 7, 5, 5, 6, 13, 15, 6, 4, 7];위아영 (WeAreYoung);처음 널 보고 #1
[2, 5, 3, 1, 14, 6, 31, 1, 7, 21];위아영 (WeAreYoung);처음 널 보고 #2
[8, 11, 12, 0, 11, 20, 37, 5, 0, 23];란 (RAN);너에게 간다
[1, 12, 2, 2, 5, 8, 12, 4, 2, 7];김규종;HUG ME
[4, 8, 5, 3, 4, 17, 17, 3, 0, 9];김규종;창문
[4, 4, 5, 1, 2, 11, 14, 1, 2, 5];은하 (여자친구);사랑 ing
[10, 9, 14, 9, 8, 39, 30, 14, 6, 13];제이문 (Jay Moon);Piano (Feat. iHwak)
[3, 10, 4, 3, 2, 15, 11, 4, 3, 15];라이;어쩔 수 없다면, 그때처럼
[0, 11, 3, 3, 3, 9, 24, 3, 2, 9];천석만;깨우지마요
[14, 26, 24, 15, 11, 49, 28, 17, 11, 27];헌터제이;Dark Dreams (Feat. 테일러 (Taylor))
[9, 9, 10, 6, 21, 20, 38, 8, 7, 27];어쿠스윗;넌 내게 사랑이었어
[29, 33, 36, 15, 25, 63, 54, 24, 9, 37];타피,퓨리아이(FWRYEYE),Deletis,;Too Much
[2, 6, 7, 2, 10, 12, 27, 3, 10, 25];박현빈,박광현,이기광,리지 (오렌지 캬라멜),;오빠만 믿어
[3, 22, 8, 3, 4, 31, 36, 9, 6, 26];빅 바운스;이도저도
[4, 10, 9, 4, 2, 22, 35, 9, 2, 31];정바스;밤이라서 하는 말 (Feat. Jozu)
[33, 10, 27, 6, 4, 52, 27, 12, 2, 15];RPQ;When I rap 할 때
[2, 3, 2, 0, 1, 10, 12, 4, 1, 12];우주히피;그냥
[3, 5, 3, 5, 2, 13, 7, 2, 1, 7];우주히피;몰라요
[3, 7, 4, 0, 1, 14, 7, 5, 1, 7];우주히피;나와 있어줘요
[19, 5, 21, 1, 1, 27, 25, 19, 2, 10];우주히피;맘대로 해
[5, 8, 10, 5, 8, 14, 52, 2, 5, 36];우주히피;어떻게 하지?
[4, 16, 3, 1, 2, 19, 24, 10, 7, 10];우주히피;데려가면 안돼?
[6, 12, 6, 1, 11, 13, 24, 4, 2, 15];우주히피;우리의 저녁
[4, 7, 4, 4, 3, 8, 11, 6, 3, 8];우주히피;오늘을 낭비해요
[2, 8, 6, 4, 5, 20, 18, 7, 5, 16];우주히피;어쩌면 만약에
[5, 3, 7, 4, 1, 17, 7, 6, 3, 11];우주히피;가끔씩 날 생각해주세요
[3, 14, 9, 6, 11, 25, 33, 10, 12, 28];Plan.Z;Make It Alright (Feat. Nuff Louis)
[5, 28, 7, 2, 7, 8, 25, 4, 9, 7];러블리즈;Take me somewhere
[16, 29, 19, 13, 13, 54, 47, 14, 14, 22];The Quiett,Dok2,;My Wave (Feat. CHANGMO, 김효은)
[11, 18, 13, 13, 15, 33, 37, 13, 5, 20];넉살;위로 (Feat. ODEE)
[2, 27, 5, 1, 7, 23, 47, 14, 1, 24];신현희와김루트;할 수 있어!
[1, 6, 1, 4, 2, 5, 5, 0, 2, 4];Pluto;It`s You
[0, 5, 0, 1, 2, 7, 5, 2, 0, 2];슬기 (SEULGI);그대는 그렇게
[4, 27, 4, 7, 8, 17, 38, 8, 7, 28];서호석;할 수 있어
[4, 14, 4, 4, 21, 19, 60, 16, 1, 17];GATE 9 (지구);사랑해 사랑해
[2, 3, 8, 5, 4, 27, 32, 15, 3, 21];더필름;우리 다시 연락해요 (Vocal by 안녕)
[2, 22, 2, 5, 12, 15, 23, 10, 8, 20];한희준;안아줄걸
[7, 3, 1, 3, 1, 12, 9, 5, 0, 6];백아연;여자의 일생
[0, 2, 2, 4, 3, 8, 4, 1, 0, 1];박재정;황혼의 블루스
[7, 9, 10, 10, 7, 16, 9, 3, 0, 5];민우혁;여로
[0, 6, 4, 2, 4, 7, 9, 2, 3, 11];홍경민;작별
[4, 1, 7, 5, 0, 21, 1, 15, 0, 2];이예준;동백 아가씨
[0, 22, 1, 2, 24, 9, 44, 7, 17, 12];ROO (루);나 그거하나봐 연애
[4, 19, 5, 3, 10, 14, 27, 2, 4, 12];Eric Nam,CHEEZE (치즈),;Perhaps Love (사랑인가요) (Prod.By 박근태)
[8, 11, 9, 4, 4, 21, 8, 5, 1, 10];Los;나쁜놈 (Feat. 박재범, G.Soul)
[12, 13, 14, 11, 5, 41, 29, 17, 5, 13];펀치 (Punch);밤이 되니까
[6, 14, 13, 12, 9, 30, 16, 13, 11, 18];새봄 (saevom);너로 짙은 밤 (With 한올)
[1, 18, 6, 7, 1, 14, 23, 5, 2, 10];아이돌학교;하이파이브
[9, 8, 5, 5, 9, 25, 18, 13, 3, 10];DAY6 (데이식스);그렇더라고요
[9, 8, 10, 4, 1, 30, 11, 7, 2, 0];DAY6 (데이식스);누군가 필요해
[11, 11, 9, 9, 3, 37, 20, 7, 3, 13];오재호;들린다
[8, 9, 8, 3, 7, 18, 14, 5, 4, 8];Icey Blouie;PRADA (Prod by. Laptopboyboy)
[7, 3, 5, 2, 4, 10, 7, 4, 3, 11];Icey Blouie;Xanny (Prod by. Laptopboyboy)
[2, 21, 5, 3, 5, 12, 33, 3, 2, 13];DOPE DAYS (돕데이즈);GOOD DAY (Feat. 샛별)
[5, 15, 9, 6, 8, 23, 16, 14, 7, 10];015B;친구와 연인 (Feat. 신현희와 김루트)
[4, 4, 6, 3, 3, 8, 11, 1, 0, 7];내귀에 도청장치;Deconstruction
[8, 13, 7, 7, 11, 23, 26, 9, 1, 21];예원;피어나
[11, 12, 23, 11, 7, 42, 25, 21, 8, 15];NAKED (네이키드);STAY (Feat. Hash Swan & Moon)
[3, 8, 5, 10, 4, 28, 17, 20, 1, 11];반하나;잘가
[3, 16, 3, 8, 18, 14, 53, 7, 4, 23];볼빨간사춘기;썸 탈꺼야
[8, 8, 7, 2, 15, 28, 29, 9, 5, 9];볼빨간사춘기;Blue
[6, 5, 5, 5, 7, 11, 21, 9, 11, 10];볼빨간사춘기;고쳐주세요
[5, 17, 5, 4, 8, 13, 18, 5, 6, 14];볼빨간사춘기;상상
[3, 6, 6, 6, 11, 20, 17, 9, 4, 6];볼빨간사춘기;나의 사춘기에게
[4, 19, 13, 8, 6, 22, 7, 12, 6, 6];에디킴;긴 밤이 오면
[6, 7, 5, 0, 3, 10, 8, 2, 4, 4];최강창민 (MAX);여정 (In A Different Life)
[11, 6, 18, 4, 11, 49, 20, 22, 3, 17];리코 (Rico);Pistol Bae (Feat. Verbal Jint, SLEEQ)
[2, 8, 7, 7, 1, 28, 13, 3, 0, 7];리코 (Rico);Vanish
[10, 20, 12, 5, 9, 27, 25, 4, 3, 11];리코 (Rico);Don`t Talk to Me (Feat. Bloo)
[0, 6, 9, 0, 8, 14, 23, 0, 0, 16];리코 (Rico);마지막이야 (Last Dance)
[1, 4, 1, 0, 0, 5, 7, 1, 0, 3];리코 (Rico);Everything
[4, 6, 7, 2, 3, 13, 17, 6, 2, 13];Vision (비전);Wav
[6, 14, 15, 11, 4, 15, 30, 6, 2, 26];이파니;내지털 (내장지방털어)
[5, 9, 8, 5, 10, 18, 39, 11, 11, 12];이파니;유부녀
[12, 8, 15, 3, 13, 29, 35, 11, 1, 29];이파니;머리 쥐어 뜯으며 후회할 지라도
[5, 9, 8, 5, 10, 18, 40, 11, 11, 13];이파니;유부녀 (Remix)
[3, 3, 2, 6, 6, 13, 18, 9, 2, 13];맥켈리;모르나요
[4, 7, 8, 3, 11, 8, 21, 3, 4, 14];맥켈리;your song
[10, 0, 10, 5, 0, 17, 5, 3, 0, 1];예빈 (다이아),솜이 (다이아),;시월에 설악산
[20, 11, 27, 8, 6, 42, 34, 14, 3, 30];Donutman;Ali (Feat. 김효은)
[29, 19, 28, 9, 11, 46, 38, 16, 11, 23];Donutman;New Beginning
[28, 12, 28, 7, 5, 57, 25, 9, 4, 22];Donutman;Dope (Feat. Simba Zawadi, Young B)
[15, 28, 24, 3, 18, 33, 39, 14, 15, 26];Donutman;Lemonade
[9, 14, 17, 5, 14, 23, 67, 6, 9, 57];Donutman;Love Clarity (Feat. Young Lion)
[19, 19, 21, 11, 11, 42, 47, 14, 6, 38];Donutman;Never Change
[11, 13, 10, 8, 9, 26, 24, 4, 6, 14];Donutman;Lil` Money Big Dream
[4, 20, 16, 0, 20, 21, 33, 3, 7, 11];어반폴리;말해줄게요 (Feat. 굿나잇스탠드)
[9, 6, 10, 16, 5, 41, 12, 32, 5, 3];옐로우 벤치 (Yellow Bench),고나영,;왜 우리
[6, 9, 9, 12, 3, 28, 16, 17, 7, 12];오반 (OVAN);그 영화의 주인공 (Feat. 잔나비)
[18, 29, 26, 21, 27, 53, 58, 25, 24, 27];러버소울 (Rubber Soul);혼미 (Feat. YunB)
[6, 4, 7, 2, 1, 18, 6, 8, 0, 4];Collective Arts (콜렉티브아츠),김현창,;Alone
[4, 0, 3, 13, 5, 18, 12, 8, 1, 6];시공소년;Wonder
[3, 3, 5, 1, 3, 10, 20, 8, 1, 12];위드유;From. 그림자 (Shadow)
[17, 17, 21, 4, 14, 41, 38, 11, 2, 35];¥$₩,Mody,;Inspire (Feat. RODI)
[3, 1, 0, 1, 9, 14, 32, 12, 0, 12];조우리 (샘샘트리오);거짓말 (Feat. The Belle)
[37, 21, 35, 23, 10, 67, 34, 19, 0, 36];feelDa,WOOZOO,Cold Bay,;킬릿코모리 (killitkomori)
[2, 4, 4, 2, 4, 16, 8, 7, 1, 4];탈리아 (Thalia);I`m fine
[7, 7, 12, 9, 5, 17, 7, 8, 5, 5];폴킴;Stranger
[3, 11, 3, 3, 0, 15, 12, 9, 0, 11];폴킴;길
[2, 10, 4, 3, 10, 10, 36, 3, 0, 19];폴킴;좋은 사람
[6, 5, 6, 5, 7, 17, 11, 10, 0, 1];폴킴;Game
[5, 9, 8, 4, 10, 22, 29, 5, 5, 17];폴킴;둘이
[11, 13, 11, 4, 6, 42, 19, 10, 0, 15];범키;흠 (Hmm) (Feat. 한해)
[3, 6, 0, 4, 4, 8, 16, 6, 3, 8];라디오나인;숨죽여 (With 나윤권)
[4, 11, 4, 9, 1, 10, 10, 2, 4, 4];더 브라더스 (The Brothers);그대 마음에
[3, 15, 4, 6, 8, 24, 22, 8, 11, 7];유회승 (N.Flying);Another Day
[6, 7, 5, 5, 2, 14, 8, 9, 1, 7];차희 (멜로디데이);얼룩
[5, 10, 5, 10, 7, 32, 28, 14, 5, 18];더 라즈 (The Lads);Bye Bye (Hidden Track No.V 5월 선정곡)
[1, 0, 1, 5, 0, 5, 2, 5, 0, 1];케미라이트 (Chemilight);렌즈
[1, 9, 3, 1, 5, 19, 19, 23, 0, 9];태사비애;눈물 눈물 눈물 눈물
[5, 11, 4, 3, 8, 22, 28, 9, 2, 18];마이큐;너 떠난 날
[5, 11, 9, 1, 11, 20, 34, 9, 9, 19];Hash Swan,디캐시,와일리 (Y1ee),Silly Boot (씰리붓),;Birdman
[3, 13, 1, 9, 3, 18, 11, 4, 6, 5];와일리 (Y1ee),Silly Boot (씰리붓),;그랬어
[18, 11, 10, 20, 3, 32, 24, 11, 3, 12];Shupie,Hash Swan,와일리 (Y1ee),;벌줄게
[20, 25, 16, 13, 4, 51, 25, 19, 5, 17];Shupie,와일리 (Y1ee),Silly Boot (씰리붓),;Let me hug
[5, 22, 7, 4, 5, 51, 17, 11, 2, 6];디캐시,Silly Boot (씰리붓),;부질없어
[6, 19, 13, 9, 6, 34, 44, 8, 6, 12];Shupie,Hash Swan,와일리 (Y1ee),Silly Boot (씰리붓),;에비앙
[3, 16, 9, 6, 5, 19, 19, 5, 3, 14];디캐시,와일리 (Y1ee),Silly Boot (씰리붓),;너랑
[8, 6, 8, 4, 4, 19, 15, 7, 3, 21];디캐시,와일리 (Y1ee),Silly Boot (씰리붓),;Granted
[5, 10, 5, 6, 9, 12, 20, 10, 2, 13];안희수;재밌는 습관이 생겼어
[0, 2, 6, 0, 0, 6, 4, 0, 2, 2];F.W.D.;사자
[1, 3, 3, 2, 1, 5, 2, 1, 0, 1];Haze Moon;바람이 분다
[11, 9, 11, 9, 4, 39, 21, 10, 4, 15];나다 (NADA);Trippin`
[11, 20, 16, 8, 0, 47, 39, 14, 9, 38];오브로젝트;Coffee
[9, 7, 13, 8, 3, 30, 6, 6, 5, 4];스티 (STi);난 요즘
[4, 11, 4, 9, 6, 19, 13, 11, 3, 6];스티 (STi);I Am You, You Are Me
[1, 7, 18, 1, 7, 31, 14, 15, 5, 8];스티 (STi);Watercolor
[25, 27, 20, 11, 17, 38, 42, 18, 14, 27];스티 (STi);돈 쓰는 날
[11, 30, 12, 7, 17, 29, 36, 12, 10, 18];스티 (STi);커튼을 내리고
[14, 26, 28, 6, 14, 40, 37, 15, 6, 29];스티 (STi);목편지
[9, 10, 13, 4, 3, 31, 22, 10, 3, 14];Myle.D;Overfill
[7, 3, 8, 0, 3, 20, 7, 6, 1, 3];김우주;우습게,아무렇지 않게
[34, 8, 28, 11, 8, 60, 22, 14, 8, 9];Nu.D;Over
[12, 6, 8, 3, 4, 14, 22, 3, 5, 31];제이블럭 (J-BLOCK);내가 처음이야?
[6, 11, 6, 6, 7, 15, 20, 9, 5, 10];케이윌;안녕 가을
[2, 4, 1, 4, 8, 18, 23, 3, 5, 7];케이윌;실화
[13, 3, 16, 9, 3, 30, 14, 8, 4, 7];케이윌;미필적 고의 (Feat. 소유)
[12, 11, 12, 12, 5, 35, 15, 11, 7, 8];케이윌;서성거려
[1, 20, 0, 1, 7, 15, 23, 5, 3, 14];케이윌;Fall In Love
[3, 4, 6, 0, 3, 18, 7, 6, 0, 1];케이윌;흩어져 간다
[8, 23, 15, 14, 14, 45, 36, 16, 13, 25];스쿠비두 (Skooby Doo);THURSDAY PARTY (Feat. 나잠 수)
[4, 15, 19, 9, 1, 35, 16, 16, 4, 20];스쿠비두 (Skooby Doo);Stan Lee (Feat. 니화, DJ DREV)
[11, 18, 12, 12, 8, 36, 39, 21, 5, 22];스쿠비두 (Skooby Doo);오후에 (Feat. PERC%NT)
[18, 21, 13, 9, 7, 28, 19, 22, 5, 8];스쿠비두 (Skooby Doo);Caravan
[6, 7, 6, 8, 6, 19, 17, 2, 2, 10];스쿠비두 (Skooby Doo);KING KONG
[8, 7, 16, 5, 3, 28, 27, 4, 1, 23];스쿠비두 (Skooby Doo);우위 (Woo-Wee)
[4, 14, 5, 3, 4, 9, 17, 3, 0, 7];에이시드 (A-seed);미치겠지
[12, 12, 8, 9, 7, 17, 19, 5, 4, 12];스탠딩 에그;보통의 날
[54, 41, 51, 39, 38, 126, 103, 40, 16, 74];JUSTHIS & Paloalto (저스디스 & 팔로알토);Cooler Than the Cool (Feat. Huckleberry P)
[8, 7, 5, 3, 3, 14, 16, 6, 4, 11];오곤;나랑 같이 잠들자
[5, 10, 2, 1, 2, 13, 10, 9, 1, 3];로열 파이럿츠;Where U At
[10, 20, 8, 2, 16, 17, 24, 8, 6, 11];수윤 (Sooyoon);Angel
[0, 17, 1, 3, 16, 8, 22, 3, 8, 17];문 킴 (Moon Kim);Dark Chocolate
[5, 11, 7, 2, 1, 14, 13, 6, 1, 11];smalltown (스몰타운);1997
[5, 11, 6, 4, 2, 18, 5, 5, 2, 1];smalltown (스몰타운);순간은
[1, 4, 7, 0, 1, 11, 9, 4, 1, 5];더 스윗 (The Suite);Think of You
[0, 7, 5, 1, 6, 14, 28, 3, 0, 14];조유마;나를 불러줘
[15, 8, 12, 2, 6, 32, 21, 15, 0, 15];H.Y.U.K;時發男娥
[0, 6, 8, 7, 4, 13, 4, 3, 0, 0];H.Y.U.K;RUN
[0, 0, 3, 0, 0, 12, 9, 7, 1, 7];H.Y.U.K;누군가
[4, 9, 1, 12, 1, 31, 8, 27, 3, 4];H.Y.U.K;널 부르다
[10, 15, 21, 1, 4, 36, 17, 13, 3, 22];톰톰;월광욕
[5, 3, 4, 1, 3, 11, 9, 3, 2, 4];NUZ (누즈);All I Wanna Do (Feat. Rico)
[4, 4, 5, 0, 0, 7, 3, 4, 0, 2];NUZ (누즈);Beautiful (Feat. Soma)
[4, 11, 4, 3, 9, 8, 13, 3, 6, 6];NUZ (누즈);Wonderful (Feat. Soma)
[2, 0, 2, 0, 0, 5, 3, 1, 0, 3];NUZ (누즈);Venus
[4, 3, 7, 0, 2, 10, 5, 4, 2, 4];NUZ (누즈);흘러
[18, 7, 11, 6, 2, 33, 7, 9, 0, 15];문나이프 (Moon Knife);Dream (Feat. K-Bean of 바이칼 (BAIKAL))
[20, 23, 27, 7, 11, 59, 33, 25, 6, 25];루이;비행기 (Feat. 하야나)
[5, 11, 3, 1, 5, 15, 22, 4, 5, 5];수윤 (Sooyoon);너의 앞으로
[7, 9, 8, 2, 19, 13, 47, 3, 4, 32];산들 (B1A4);말해줘
[2, 2, 3, 2, 8, 8, 22, 1, 1, 27];노르웨이 숲;쉿! 비밀인데
[12, 14, 16, 7, 14, 25, 28, 8, 9, 14];유키스;RUN A WAY
[6, 7, 10, 9, 0, 19, 1, 12, 0, 6];김이지 (꽃잠프로젝트);너에게
[5, 17, 6, 0, 20, 14, 50, 3, 1, 30];김지수;STAY WITH ME
[5, 9, 7, 10, 18, 18, 40, 5, 6, 12];마크툽 (MAKTUB);사랑이 찾아와
[0, 6, 0, 3, 5, 5, 9, 2, 8, 5];케빈오;WITH YOU
[2, 2, 3, 1, 1, 3, 3, 1, 1, 2];최보통;마음
[0, 4, 4, 0, 0, 10, 20, 10, 0, 2];최보통;너 없는 아침의 거리(someone`s Abbey road)
[2, 6, 2, 2, 14, 18, 35, 2, 6, 13];현진주;사랑해 너만 you
[6, 12, 9, 6, 0, 19, 5, 9, 1, 4];안녕바다;오늘도 비가 올까요
[2, 0, 3, 1, 1, 8, 4, 2, 0, 3];새소년;파도
[6, 14, 18, 9, 6, 33, 6, 16, 2, 3];파파 브라더스;Scent (Feat. Azrael (신미연))
[4, 2, 6, 2, 2, 30, 3, 18, 0, 3];파파 브라더스;눈물 (Feat. Kiss N)
[6, 8, 4, 3, 9, 10, 15, 9, 10, 12];짐니 (JIMNI);Chocolate
[4, 3, 3, 2, 6, 25, 22, 11, 0, 3];짐니 (JIMNI);보고싶었다구요 (Feat. 김상진)
[0, 8, 2, 1, 4, 12, 16, 5, 1, 8];짐니 (JIMNI);You Make Me Happy
[2, 17, 5, 2, 3, 10, 10, 4, 4, 5];짐니 (JIMNI);1 , 2 , 3
[4, 6, 6, 4, 2, 13, 15, 4, 0, 19];짐니 (JIMNI);택배아저씨
[1, 14, 10, 9, 8, 37, 18, 11, 6, 15];짐니 (JIMNI);No More
[9, 8, 6, 9, 8, 27, 23, 14, 0, 7];짐니 (JIMNI);쉼표 (Comma)
[4, 5, 3, 2, 16, 36, 57, 11, 0, 30];B1A4;너는 내가 필요해
[1, 10, 0, 3, 2, 6, 8, 3, 2, 6];B1A4;Love Emotion
[16, 12, 39, 5, 28, 62, 42, 23, 27, 12];B1A4;Smile Mask
[2, 16, 15, 12, 5, 33, 31, 19, 5, 30];B1A4;내게 전화해
[4, 29, 8, 8, 19, 24, 28, 5, 8, 5];B1A4;아이처럼
[13, 23, 14, 13, 12, 25, 32, 10, 10, 16];앤츠 (Ants),세리 (달샤벳),;자꾸
[3, 32, 10, 11, 4, 27, 25, 8, 5, 18];유노윤호 (U-KNOW);DROP
[9, 16, 6, 6, 9, 22, 17, 12, 2, 13];크르르;대답
[3, 17, 12, 1, 24, 15, 42, 4, 13, 16];ZENE THE ZILLA;뜨거워 완전 Totally Hot (Feat. 던밀스)
[0, 7, 1, 9, 5, 19, 18, 8, 3, 15];ZENE THE ZILLA;돈색 머리 Moneycolored Hair
[4, 2, 5, 0, 4, 16, 13, 1, 1, 6];마멀레이드 키친;가을, 너가 잘못했네
[10, 7, 10, 4, 4, 14, 17, 3, 2, 11];김유정;바람과 함께 니가 온다
[2, 3, 18, 9, 0, 31, 9, 8, 0, 4];김유정;비와너와나
[7, 8, 7, 2, 7, 14, 24, 6, 0, 11];규랑;천생연분
[7, 18, 7, 5, 7, 20, 36, 6, 11, 33];마음;마음이 끌려
[10, 12, 13, 7, 15, 30, 32, 8, 10, 7];COMFUNNY;미니카를 탄 물로켓
[6, 7, 7, 3, 2, 9, 11, 3, 2, 4];Glow 9;지금부터
[2, 9, 4, 3, 8, 13, 19, 9, 2, 13];MaseWonder;54321 - Fire
[2, 9, 8, 5, 10, 32, 34, 13, 2, 23];제미니;이별이 올 줄 몰랐어
[11, 16, 5, 8, 8, 38, 15, 15, 7, 22];Pair Soul;래 (RAE)
[3, 3, 6, 5, 5, 20, 20, 8, 2, 17];Pair Soul;I Just Wanna
[2, 18, 6, 0, 7, 10, 18, 4, 0, 13];최성수;구름처럼 만나고 헤어진 많은 사람 중에
[2, 6, 17, 1, 11, 20, 34, 8, 1, 15];최성수;고맙다 사랑, 그립다 그대
[1, 7, 3, 1, 6, 11, 15, 8, 0, 7];최성수;동행 (Feat. 조윤성)
[7, 3, 11, 2, 5, 18, 6, 3, 2, 3];최성수;달이 떴다고 전화를 주시다니요
[7, 10, 8, 5, 4, 22, 17, 11, 2, 9];최성수;그리운 당신이 오신다니
[2, 5, 0, 7, 8, 9, 16, 3, 2, 7];최성수;해후 (Feat. 조윤성)
[7, 10, 16, 15, 3, 31, 19, 18, 3, 12];최성수;고뇌하는 청춘에게라
[16, 26, 23, 14, 11, 55, 53, 30, 5, 41];송좌 (songjwa);죄책감 (Feat. 뮤진, 비버)
[2, 7, 7, 5, 5, 15, 10, 9, 4, 6];시우 (XIU);이미
[12, 13, 7, 11, 6, 22, 15, 10, 9, 10];형원 (몬스타엑스),Justin Oh,;BAM!BAM!BAM! (Feat. 주헌)
[3, 1, 6, 6, 8, 8, 8, 4, 0, 1];조태준;닭고기 뼈다귀
[5, 5, 4, 4, 12, 14, 19, 6, 3, 8];승희;You Are
[11, 13, 12, 1, 13, 40, 31, 11, 6, 10];박민주;열쇠
[5, 4, 5, 4, 10, 8, 21, 6, 2, 12];장수빈;내 꼴이 엉망이야
[5, 4, 7, 2, 1, 14, 13, 7, 0, 7];케빈오;알아줘
[16, 7, 27, 13, 10, 37, 32, 20, 0, 12];김조한,정인지,;사랑에 빠지고 싶다
[3, 7, 2, 3, 11, 23, 32, 14, 2, 15];김조한,조현아 (어반 자카파),;사랑이 늦어서 미안해
[1, 9, 1, 2, 9, 19, 35, 13, 0, 9];강타 (KANGTA),김재호,윤보라,조현랑,;I Swear
[1, 8, 2, 7, 3, 16, 26, 11, 6, 16];강타 (KANGTA),조현랑,;북극성
[30, 23, 34, 11, 12, 50, 34, 19, 9, 27];Slyme Young;DONUTS (Feat. Monsta.B & DUDA QWERTN)
[4, 11, 4, 1, 8, 8, 27, 1, 4, 12];더 데이지 (The Daisy);그대예요
[5, 16, 13, 5, 2, 28, 17, 18, 6, 8];TGER (티거);먼 곳으로
[9, 11, 9, 1, 11, 21, 34, 4, 2, 7];아이유;가을 아침
[9, 11, 12, 5, 13, 19, 24, 5, 5, 7];아이유;비밀의 화원
[5, 12, 17, 2, 5, 32, 11, 11, 0, 6];아이유;잠 못 드는 밤 비는 내리고
[7, 6, 9, 6, 4, 22, 12, 16, 2, 2];아이유;어젯밤 이야기
[1, 4, 1, 1, 0, 5, 5, 1, 4, 6];아이유;개여울
[2, 6, 3, 1, 6, 5, 13, 3, 5, 5];아이유;매일 그대와
[5, 3, 9, 1, 2, 11, 6, 1, 2, 5];세자전거;나의 노래
[4, 18, 3, 3, 17, 7, 38, 3, 5, 13];허각;그댈 만난 이후로
[5, 13, 9, 4, 4, 15, 11, 1, 5, 3];카더가든;Dream Or Reality
[4, 7, 7, 5, 5, 24, 19, 16, 0, 22];지세희;멍하니 말없이
[0, 9, 2, 1, 6, 35, 6, 2, 6, 2];OTHANKQ (오땡큐);Smile
[8, 8, 15, 3, 6, 39, 25, 10, 4, 16];심스 ($IM$);YeYe
[2, 13, 2, 1, 3, 15, 25, 11, 4, 20];심스 ($IM$);좋아 (OK) (Feat. Wavy)
[7, 17, 17, 8, 7, 38, 16, 12, 5, 9];심스 ($IM$);이 밤이 지나면
[20, 19, 24, 9, 16, 48, 40, 15, 8, 23];심스 ($IM$);느낌 (Feat. 키디비)
[39, 30, 32, 25, 19, 76, 57, 21, 20, 41];심스 ($IM$);어금니 (Feat. 자이언트핑크)
[17, 14, 12, 10, 12, 49, 36, 11, 14, 27];심스 ($IM$);전화걸지마
[23, 14, 27, 10, 10, 47, 37, 7, 6, 24];데드피 (DEADP);N 밖의 1
[23, 14, 27, 10, 10, 47, 37, 7, 6, 24];데드피 (DEADP);N 밖의 1 (Acappella)
[6, 9, 9, 5, 13, 22, 20, 10, 3, 8];모노그램;그 아이
[6, 26, 7, 8, 9, 24, 39, 15, 8, 16];모노그램;안녕
[3, 16, 12, 4, 9, 15, 19, 2, 4, 10];내일맑음;싱글라이더 (Feat. 혜이니)
[3, 2, 2, 5, 0, 7, 5, 4, 0, 5];DJ IT;Keep going on (Feat. 나찰, 강민희)
[18, 18, 16, 8, 6, 32, 27, 10, 6, 43];Boys In The Kitchen;Out of the Kitchen
[5, 14, 4, 3, 14, 27, 23, 9, 7, 5];Boys In The Kitchen;See The Sun
[4, 10, 8, 2, 0, 14, 20, 0, 2, 20];Boys In The Kitchen;캐치볼
[1, 5, 5, 5, 3, 10, 10, 6, 1, 9];Boys In The Kitchen;Quiet Song
[4, 10, 5, 0, 9, 21, 29, 8, 4, 15];Boys In The Kitchen;Tutu
[9, 10, 9, 4, 11, 16, 26, 2, 7, 13];Boys In The Kitchen;밤비
[4, 19, 5, 5, 2, 24, 20, 20, 1, 12];크루셜스타 (Crucial Star);보내줘 (Feat. 브라더수)
